(1, 'Дмитрий', 'Морозов', 'Николаевич', 'Челябинск', '1981-09-22', 26),
(908, 'Юрий', 'Морозов', 'Александрович', 'Ростов-на-Дону', '1981-11-26', 19),
(909, 'Владимир', 'Петров', 'Андреевич', 'Москва', '1987-03-06', 19),
(910, 'Владимир', 'Смирнов', 'Сергеевич', 'Новосибирск', '1994-05-12', 45),
(911, 'Николай', 'Кузнецов', 'Иванович', 'Омск', '2002-10-02', 42),
(912, 'Сергей', 'Лебедев', 'Иванович', 'Москва', '1988-03-14', 8),
(913, 'Андрей', 'Кузнецов', 'Алексеевич', 'Москва', '1983-02-02', 4),
(914, 'Иван', 'Лебедев', 'Владимирович', 'Екатеринбург', '1981-03-25', 16),
(915, 'Николай', 'Попов', 'Александрович', 'Самара', '2005-12-04', 40),
(916, 'Дмитрий', 'Морозов', 'Дмитриевич', 'Москва', '1996-05-07', 30),
(917, 'Андрей', 'Попов', 'Сергеевич', 'Москва', '1986-03-09', 40),
(918, 'Алексей', 'Смирнов', 'Юрьевич', 'Москва', '1992-07-15', 16),
(919, 'Сергей', 'Лебедев', 'Дмитриевич', 'Самара', '1981-01-09', 34),
(920, 'Николай', 'Козлов', 'Михайлович', 'Ростов-на-Дону', '1997-09-26', 10),
(921, 'Владимир', 'Иванов', 'Дмитриевич', 'Самара', '1981-12-14', 8),
(922, 'Сергей', 'Петров', 'Владимирович', 'Казань', '1984-12-23', 47),
(923, 'Юрий', 'Смирнов', 'Николаевич', 'Казань', '1996-02-28', 21),
(924, 'Дмитрий', 'Иванов', 'Дмитриевич', 'Нижний Новгород', '1985-05-30', 17),
(925, 'Сергей', 'Попов', 'Владимирович', 'Санкт-Петербург', '1995-02-26', 48),
(926, 'Дмитрий', 'Морозов', 'Юрьевич', 'Екатеринбург', '1982-11-13', 20),
(927, 'Николай', 'Лебедев', 'Михайлович', 'Екатеринбург', '1991-10-04', 40),
(928, 'Михаил', 'Сидоров', 'Иванович', 'Новосибирск', '1985-02-02', 1),
(929, 'Андрей', 'Козлов', 'Владимирович', 'Екатеринбург', '1991-04-27', 48),
(930, 'Сергей', 'Смирнов', 'Иванович', 'Ростов-на-Дону', '1985-01-14', 23),
(931, 'Юрий', 'Кузнецов', 'Владимирович', 'Санкт-Петербург', '1988-10-08', 29),
(932, 'Юрий', 'Кузнецов', 'Андреевич', 'Екатеринбург', '2003-06-16', 17),
(933, 'Михаил', 'Кузнецов', 'Юрьевич', 'Новосибирск', '1981-06-04', 13),
(934, 'Юрий', 'Иванов', 'Алексеевич', 'Самара', '1981-09-23', 1),
(935, 'Дмитрий', 'Кузнецов', 'Юрьевич', 'Казань', '2001-03-02', 50),
(936, 'Иван', 'Иванов', 'Иванович', 'Нижний Новгород', '2003-12-18', 23),
(937, 'Юрий', 'Петров', 'Александрович', 'Нижний Новгород', '1990-02-26', 22),
(938, 'Сергей', 'Новиков', 'Николаевич', 'Новосибирск', '1992-11-18', 45),
(939, 'Владимир', 'Иванов', 'Иванович', 'Нижний Новгород', '1993-03-14', 12),
(940, 'Михаил', 'Кузнецов', 'Андреевич', 'Омск', '2000-11-06', 27),
(941, 'Сергей', 'Новиков', 'Иванович', 'Самара', '1987-07-24', 34),
(942, 'Михаил', 'Козлов', 'Андреевич', 'Челябинск', '1980-08-01', 18),
(943, 'Андрей', 'Смирнов', 'Александрович', 'Москва', '1986-04-27', 26),
(944, 'Андрей', 'Сидоров', 'Александрович', 'Новосибирск', '1981-02-07', 50),
(945, 'Владимир', 'Козлов', 'Михайлович', 'Екатеринбург', '1980-01-25', 18),
(946, 'Алексей', 'Морозов', 'Иванович', 'Новосибирск', '1993-09-13', 38),
(947, 'Сергей', 'Смирнов', 'Владимирович', 'Казань', '1981-07-20', 47),
(948, 'Иван', 'Морозов', 'Сергеевич', 'Челябинск', '1987-04-06', 31),
(949, 'Владимир', 'Козлов', 'Дмитриевич', 'Новосибирск', '2005-07-30', 17),
(950, 'Дмитрий', 'Иванов', 'Николаевич', 'Новосибирск', '1984-09-20', 22),
(951, 'Алексей', 'Новиков', 'Дмитриевич', 'Ростов-на-Дону', '2004-02-05', 36),
(952, 'Иван', 'Сидоров', 'Юрьевич', 'Екатеринбург', '1992-10-24', 46),
(953, 'Алексей', 'Иванов', 'Александрович', 'Екатеринбург', '2004-08-29', 23),
(954, 'Сергей', 'Козлов', 'Юрьевич', 'Нижний Новгород', '1985-04-06', 25),
(955, 'Михаил', 'Морозов', 'Александрович', 'Нижний Новгород', '1994-12-12', 26),
(956, 'Владимир', 'Лебедев', 'Алексеевич', 'Екатеринбург', '1992-09-30', 48),
(957, 'Николай', 'Козлов', 'Иванович', 'Санкт-Петербург', '2005-10-18', 38),
(958, 'Юрий', 'Кузнецов', 'Николаевич', 'Омск', '1995-07-12', 8),
(959, 'Дмитрий', 'Морозов', 'Алексеевич', 'Самара', '1981-08-13', 34),
(960, 'Алексей', 'Козлов', 'Андреевич', 'Челябинск', '1996-05-15', 21),
(961, 'Андрей', 'Новиков', 'Николаевич', 'Ростов-на-Дону', '1984-08-31', 28),
(962, 'Андрей', 'Новиков', 'Дмитриевич', 'Новосибирск', '1990-03-31', 21),
(963, 'Александр', 'Кузнецов', 'Алексеевич', 'Самара', '1992-06-28', 39),
(964, 'Михаил', 'Петров', 'Александрович', 'Казань', '1995-08-13', 7),
(965, 'Андрей', 'Сидоров', 'Михайлович', 'Новосибирск', '1986-06-07', 46),
(966, 'Александр', 'Иванов', 'Андреевич', 'Нижний Новгород', '1991-01-07', 39),
(967, 'Алексей', 'Козлов', 'Алексеевич', 'Москва', '1992-05-24', 25),
(968, 'Владимир', 'Кузнецов', 'Андреевич', 'Москва', '1995-06-25', 50),
(969, 'Дмитрий', 'Лебедев', 'Николаевич', 'Нижний Новгород', '1984-06-17', 34),
(970, 'Сергей', 'Лебедев', 'Михайлович', 'Москва', '2003-05-23', 37),
(971, 'Юрий', 'Сидоров', 'Владимирович', 'Казань', '1988-09-11', 9),
(972, 'Михаил', 'Петров', 'Николаевич', 'Нижний Новгород', '1991-01-14', 30),
(973, 'Юрий', 'Иванов', 'Александрович', 'Самара', '2000-07-17', 48),
(974, 'Александр', 'Козлов', 'Николаевич', 'Екатеринбург', '1992-01-27', 4),
(975, 'Дмитрий', 'Попов', 'Алексеевич', 'Новосибирск', '2004-02-16', 46),
(976, 'Иван', 'Смирнов', 'Дмитриевич', 'Челябинск', '1988-03-28', 36),
(977, 'Михаил', 'Лебедев', 'Михайлович', 'Москва', '2003-12-28', 25),
(978, 'Александр', 'Морозов', 'Юрьевич', 'Челябинск', '1990-07-10', 24),
(979, 'Андрей', 'Петров', 'Николаевич', 'Казань', '2004-11-06', 25),
(980, 'Михаил', 'Иванов', 'Иванович', 'Челябинск', '2005-07-24', 18),
(981, 'Александр', 'Лебедев', 'Дмитриевич', 'Челябинск', '1984-01-28', 48),
(982, 'Сергей', 'Сидоров', 'Иванович', 'Омск', '1992-03-25', 33),
(983, 'Андрей', 'Новиков', 'Андреевич', 'Екатеринбург', '1995-06-17', 25),
(984, 'Юрий', 'Кузнецов', 'Андреевич', 'Санкт-Петербург', '1984-02-29', 46),
(985, 'Андрей', 'Попов', 'Михайлович', 'Санкт-Петербург', '1986-04-12', 18),
(986, 'Дмитрий', 'Новиков', 'Иванович', 'Ростов-на-Дону', '1995-06-06', 9),
(987, 'Иван', 'Кузнецов', 'Михайлович', 'Ростов-на-Дону', '1984-03-01', 31),
(988, 'Николай', 'Кузнецов', 'Андреевич', 'Москва', '2001-12-04', 33),
(989, 'Михаил', 'Кузнецов', 'Андреевич', 'Нижний Новгород', '1985-07-17', 45),
(990, 'Александр', 'Кузнецов', 'Сергеевич', 'Нижний Новгород', '1994-04-12', 42),
(991, 'Михаил', 'Лебедев', 'Андреевич', 'Самара', '1990-07-17', 44),
(992, 'Сергей', 'Сидоров', 'Владимирович', 'Нижний Новгород', '1983-06-24', 11),
(993, 'Дмитрий', 'Морозов', 'Михайлович', 'Москва', '1994-04-14', 1),
(994, 'Александр', 'Новиков', 'Дмитриевич', 'Ростов-на-Дону', '1992-04-16', 6),
(995, 'Михаил', 'Иванов', 'Алексеевич', 'Санкт-Петербург', '2000-02-19', 24),
(996, 'Владимир', 'Смирнов', 'Юрьевич', 'Екатеринбург', '1984-03-13', 19),
(997, 'Дмитрий', 'Иванов', 'Михайлович', 'Санкт-Петербург', '2002-03-04', 25),
(998, 'Николай', 'Смирнов', 'Дмитриевич', 'Нижний Новгород', '1982-07-02', 7),
(999, 'Дмитрий', 'Петров', 'Андреевич', 'Самара', '1980-06-02', 14),
(1000, 'Сергей', 'Морозов', 'Алексеевич', 'Челябинск', '1997-01-13', 12),
